d00_te,0.04125000163912773,0.03125
d01_te,0.9987499713897705,0.01875000074505806
d02_te,0.9912499785423279,0.01875000074505806
d03_te,0.0637499988079071,0.03125
d04_te,1.0,0.03750000149011612
d05_te,0.3100000023841858,0.03750000149011612
d06_te,1.0,0.01875000074505806
d07_te,1.0,0.03125
d08_te,0.9637500047683716,0.02500000037252903
d09_te,0.06499999761581421,0.07500000298023224
d10_te,0.6200000047683716,0.02500000037252903
d11_te,0.7674999833106995,0.04374999925494194
d12_te,0.9612500071525574,0.03125
d13_te,0.9537500143051147,0.01875000074505806
d14_te,1.0,0.03125
d15_te,0.09375,0.012500000186264515
d16_te,0.5912500023841858,0.06875000149011612
d17_te,0.9225000143051147,0.03125
d18_te,0.8987500071525574,0.05624999850988388
d19_te,0.47874999046325684,0.03125
d20_te,0.6112499833106995,0.02500000037252903
d21_te,0.574999988079071,0.0625
average,0.8135416640175713,0.03402777812961075
